# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb  4 04:22:30 2022
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1784.01,241196395,APC,10h14m11.92s,153.5496830,+29d05m07.89s,29.0855240,-35.0350000,-10.4690000,2458871.7100800,2.0935783,0.8530004,2339.7492238,7.1978617,1885.7613252,1680.7047626,9.6143300,171.9450000,6435.6900000,4.3758000,1.2253800,2020-03-12 15:35:30,2021-10-29 12:59:15
1785.01,230386259,PC,19h02m54.85s,285.7285230,+63d56m55.86s,63.9488490,-3.7490000,-12.8820000,2459438.7813680,11.0021787,4.8970000,290.0000000,4.7396100,253.5670000,1111.0000000,9.6746000,384.2250000,6264.0000000,4.2590300,2.8700000,2020-03-12 14:22:11,2021-11-23 10:10:01
1786.01,86280613,FP,09h26m53.06s,141.7210870,+61d41m56.39s,61.6989960,-12.5520000,-19.9260000,2458851.5904000,9.5727000,2.5070000,3430.0000000,20.6825000,451.6380000,1284.0000000,9.5173000,248.6950000,6505.0000000,4.0400000,1.8300000,2020-03-12 14:22:11,2021-10-29 12:59:15
1787.01,372730331,PC,10h09m19.31s,152.3304600,+39d09m44.68s,39.1624110,14.8650000,-30.2220000,2458870.6900100,8.7043100,2.6060000,8150.0000000,26.7486000,332.8620000,1189.0000000,10.3774000,327.8630000,6427.0000000,4.1100000,1.6700000,2020-03-12 14:22:11,2021-10-29 12:59:15
1788.01,450327768,FP,10h40m55.01s,160.2292270,+35d54m48.07s,35.9133540,-48.3790000,-72.3080000,2458875.0467100,5.3432600,1.4260000,6980.0000000,10.4171000,52.9343000,751.0000000,10.1883000,191.5320000,5776.0000000,4.2500000,1.2600000,2020-03-12 14:22:11,2021-10-29 12:59:15
1789.01,172518755,CP,09h30m58.42s,142.7434060,+26d32m23.98s,26.5399950,-7.9990000,-39.5450000,2459573.1541440,3.2087172,1.8640000,2230.0000000,13.4209000,881.5080000,1518.0000000,9.1824000,229.0670000,5971.4000000,3.7700000,2.2600000,2020-03-12 14:22:11,2022-01-24 10:10:02
179.01,207141131,PC,02h57m02.88s,44.2620140,-56d11m30.73s,-56.1918690,-36.6760000,50.5990000,2458354.5881980,4.1374379,1.8454937,1125.5354645,2.6757659,168.3361754,918.6796864,8.1796000,38.5653000,5058.0000000,4.5176100,0.8026330,2018-12-20 17:24:11,2021-10-29 12:59:15
1790.01,310981412,PC,10h45m42.67s,161.4277800,+69d12m02.81s,69.2007800,-23.3720000,-1.8110000,2458684.1604800,9.6251700,3.7250000,540.0000000,2.0337100,170.7390000,1007.0000000,10.2728000,164.1780000,6149.0000000,4.5700000,0.9300000,2020-03-12 14:22:11,2021-10-29 12:59:15
1791.01,233684293,PC,17h23m03.09s,260.7628860,+63d06m38.67s,63.1107410,-20.5670000,-6.6340000,2458688.9975300,48.4791200,8.0880000,320.0000000,4.4328200,29.9208000,651.0000000,9.0576900,247.4350000,6153.0000000,3.7200000,2.4700000,2020-03-12 14:22:11,2021-10-29 12:59:15
1792.01,29191596,PC,10h06m52.81s,151.7200290,+45d52m59.98s,45.8833280,-123.7380000,-49.0590000,2458871.1634400,8.8186600,6.2490000,420.0000000,3.6657600,4703.9300000,2307.0000000,8.6760000,69.3223000,5502.5000000,4.4300000,0.9900000,2020-03-12 15:27:12,2021-10-29 12:59:15
1793.01,304142124,CP,10h59m25.52s,164.8563360,-56d37m24.8s,-56.6235560,-416.8800000,-119.7100000,2458585.2553200,55.0870000,4.2760000,2070.0000000,4.0642500,45.0384000,721.0000000,7.8436000,36.9941000,5175.0000000,4.5100000,0.8700000,2020-03-16 09:31:24,2021-10-29 12:59:15
1794.01,286916251,PC,13h33m35.4s,203.3974860,+49d03m39.03s,49.0608430,-33.0340000,-68.0240000,2458715.3077900,8.7657000,3.4430000,500.0000000,3.0270600,201.0970000,1049.0000000,9.6992400,155.7910000,5707.0000000,4.2180300,1.3000000,2020-04-15 12:38:54,2021-10-29 12:59:15
1795.01,135083444,FP,12h17m28.06s,184.3669000,+19d50m23.96s,19.8399890,-35.1260000,-3.6730000,2458899.6102270,2.7917911,1.4664254,1018.9771433,6.0002066,1003.8358436,1435.6065273,10.0721000,183.1750000,6071.0000000,4.3600000,1.1627100,2020-04-15 12:38:54,2021-10-29 12:59:15
1796.01,138819293,KP,11h42m12.13s,175.5505360,+26d42m11.04s,26.7030670,895.0470000,-814.0310000,2458899.6715230,2.6439732,0.9548930,6480.5595163,3.7640612,29.4309075,594.0468028,8.4034600,9.7532100,3456.0000000,4.8000000,0.4254320,2020-04-15 12:38:54,2021-10-29 12:59:15
1797.01,368435330,PC,10h51m06.41s,162.7766970,+25d38m27.83s,25.6410650,-92.8390000,-23.2170000,2458902.8730810,3.6454277,2.3118891,891.1696382,3.2135489,535.5191473,1226.9122437,8.6259000,82.3432000,5922.0000000,4.4300000,1.0490400,2020-04-15 12:38:54,2022-01-06 12:03:22
1798.01,198153540,PC,14h04m22.54s,211.0939370,+46d31m09.42s,46.5192830,-27.3450000,-27.1190000,2458902.0296820,8.0189436,3.4476981,935.4423748,2.3875343,69.7883388,737.1662862,10.5191000,113.1810000,5165.2000000,4.5900000,0.7846180,2020-04-15 12:38:54,2021-10-29 12:59:15
1798.02,198153540,PC,14h04m22.54s,211.0939370,+46d31m09.42s,46.5192830,-27.3450000,-27.1190000,2458739.0810000,0.4377827,1.2107686,265.0854641,1.2798388,3369.7231243,1943.2035899,10.5191000,113.1810000,5165.2000000,4.5900000,0.7846180,2020-07-16 04:56:45,2021-10-29 12:59:15
1799.01,8967242,PC,11h08m55.9s,167.2329150,+34d18m10.85s,34.3030150,-9.0330000,-40.8350000,2458904.8157730,7.0938530,2.5107626,284.2381135,1.6277147,163.4661355,911.9619079,8.3662000,62.1274000,5690.0000000,4.4806200,0.9569410,2020-04-15 12:38:54,2021-10-29 12:59:15
180.01,51912829,APC,00h57m11.67s,14.2986390,-67d29m46.28s,-67.4961890,22.6710000,16.4950000,2458325.8963920,0.8354117,1.0385175,2265.3656619,10.0508253,17113.2477990,2917.1103577,9.5183000,264.7200000,6082.0000000,3.7765400,2.0701201,2018-11-03 00:36:48,2021-12-06 10:10:01
1800.01,17993892,KP,11h25m05.98s,171.2749350,+41d01m40.88s,41.0280210,-1.0880000,13.2430000,2458902.3041600,4.1244265,3.8316498,9218.7357156,12.6496634,561.5110259,1241.5360133,11.1065000,277.2780000,5634.0000000,4.2400900,1.2559900,2020-04-15 12:38:54,2021-10-29 12:59:15
1801.01,119584412,PC,11h42m18.14s,175.5755990,+23d01m37.32s,23.0270330,-205.0150000,41.4260000,2458903.5441540,21.2844056,2.7685805,1546.6322644,2.1702861,3.7608471,355.1740021,9.8562300,30.6796000,3815.0000000,4.6977500,0.5455910,2020-04-15 12:38:54,2021-10-29 12:59:15
1802.01,138762614,PC,10h57m01.28s,164.2553130,+24d52m56.42s,24.8823380,68.4820000,-20.5010000,2458904.1545020,16.7961107,3.4989302,1816.2755985,2.5066457,5.9204002,397.8391483,11.1341000,60.6931000,3859.0000000,4.6661200,0.5824360,2020-04-15 12:38:54,2021-10-29 12:59:15
1803.01,144401492,PC,11h52m11.07s,178.0461050,+35d10m18.48s,35.1718000,-86.4450000,3.0890000,2458911.6736210,12.8911529,2.2276297,3496.1223486,4.0266652,24.0948196,565.0679420,11.1476000,119.2400000,4868.6100000,4.6604000,0.6894010,2020-04-15 12:38:54,2021-10-29 12:59:15
1803.02,144401492,PC,11h52m11.07s,178.0461050,+35d10m18.48s,35.1718000,-86.4450000,3.0890000,2458904.6227900,6.2943922,2.2277289,2052.7711791,3.1322982,62.6672962,717.5959663,11.1476000,119.2400000,4868.6100000,4.6604000,0.6894010,2020-04-15 12:38:54,2021-10-29 12:59:15
1804.01,148679712,PC,11h28m41.07s,172.1711220,+46d28m49.67s,46.4804640,-4.6220000,-29.0550000,2458901.5090540,4.9263116,3.1535835,733.7838606,3.0083783,282.4793428,1045.6020429,10.1345000,139.1100000,5428.8100000,4.3631000,1.0603000,2020-04-15 12:38:54,2021-10-29 12:59:15
1805.01,165763244,PC,15h28m33.72s,232.1404920,+55d11m07.15s,55.1853200,54.1610000,-22.8100000,2458901.5008500,24.0730681,3.8336042,1285.6592818,3.1176404,19.8841640,538.5754879,10.7939000,142.8490000,5232.4300000,4.5245500,0.8554330,2020-04-15 12:38:54,2021-10-29 12:59:15
1806.01,166648874,PC,11h04m28.36s,166.1181470,+30d27m30.87s,30.4585760,-163.2720000,-40.4350000,2458909.5468010,15.1454693,2.5830151,5581.0713788,3.4095367,2.1472967,308.7399029,12.6196000,55.5211000,3272.0000000,4.8252100,0.4015750,2020-04-15 12:38:54,2021-10-29 12:59:15
1807.01,180695581,CP,13h25m07.83s,201.2826260,+38d55m20.52s,38.9223670,-124.7130000,-27.3770000,2458899.3463110,0.5493429,1.0025843,368.9943391,1.5258932,1592.9166409,1611.2688528,9.0363000,42.5775000,4612.9900000,4.5617200,0.7410270,2020-04-15 12:38:54,2022-01-12 12:02:22
1808.01,307734817,FP,11h26m23.29s,171.5970400,+28d03m23.53s,28.0565350,-17.6790000,-3.2160000,2458900.9109950,2.1075001,1.9093483,4256.1743008,11.7706128,3058.1088297,1896.6316071,11.6735000,556.9170000,6351.6600000,4.1345300,1.5920400,2020-04-15 12:38:54,2021-10-29 12:59:15
1809.01,347329162,KP,12h13m27.85s,183.3660400,+23d03m20.47s,23.0556870,-36.6950000,2.7920000,2458902.7184920,4.6172078,3.5888072,11180.6851065,12.0415191,414.6467647,1150.9045840,11.5384000,321.0840000,5797.0000000,4.3616400,1.1136000,2020-04-15 12:38:54,2021-10-29 12:59:15
181.01,76923707,PC,23h28m41.41s,352.1725410,-34d29m29.08s,-34.4914100,111.3640000,-2.5880000,2458358.1182630,4.5320502,2.3754425,7874.5852788,7.0590799,123.9023995,850.9218562,10.4654000,96.2338000,4983.0000000,4.6144500,0.8055730,2018-11-03 00:36:48,2021-10-29 12:59:15
1810.01,373693175,KP,12h33m03.89s,188.2662050,+44d54m55.32s,44.9153670,-11.6410000,8.0650000,2458899.4768420,1.3273523,2.2308841,17640.4898937,14.2847045,1779.0682826,1656.4102292,11.6281000,294.4190000,5555.0500000,4.3683200,1.0727200,2020-04-15 12:38:54,2021-10-29 12:59:15
1811.01,376524552,PC,12h35m41.37s,188.9223580,+27d12m51.76s,27.2143770,-45.8740000,-10.7660000,2458899.8715790,3.7129640,1.9935447,17974.8745808,11.9049698,160.1642486,907.3213801,11.1237000,128.2300000,4719.0000000,4.4973800,0.8120870,2020-04-15 12:38:54,2021-10-29 12:59:15
1812.01,207425167,PC,16h10m59.49s,242.7478850,+58d17m40.39s,58.2945530,20.5070000,0.1140000,2458924.5930480,,7.3027567,9219.8978429,7.0430812,25.1551128,571.1843728,11.6463000,172.5340000,5059.3600000,4.6254200,0.7386920,2020-04-17 12:27:42,2021-10-29 12:59:15
1812.02,207425167,PC,16h10m59.49s,242.7478850,+58d17m40.39s,58.2945530,20.5070000,0.1140000,2458902.4576070,11.6132368,3.0986554,1736.7821128,3.0568701,35.6821963,623.3509765,11.6463000,172.5340000,5059.3600000,4.6254200,0.7386920,2020-07-16 04:56:45,2021-10-29 12:59:15
1812.03,207425167,PC,16h10m59.49s,242.7478850,+58d17m40.39s,58.2945530,20.5070000,0.1140000,2458909.5140140,,5.7652221,3671.4403291,5.1234981,2.6930084,326.7226012,11.6463000,172.5340000,5059.3600000,4.6254200,0.7386920,2020-04-17 11:50:40,2021-10-29 12:59:15
1813.01,377290815,FP,19h06m22.32s,286.5929850,+56d37m45.52s,56.6293120,-13.7040000,-41.7000000,2458684.1271900,0.7980000,0.6790000,190.0000000,2.9558600,898.5370000,1525.0000000,9.9189200,285.0020000,6194.2000000,4.0000000,1.8400000,2020-04-17 11:50:40,2021-10-29 12:59:15
1814.01,160440924,PC,15h47m16.05s,236.8168820,+77d13m57.51s,77.2326430,5.1110000,-20.2990000,2458685.5070100,6.3657800,4.4840000,400.0000000,4.7443400,224.1660000,1077.0000000,10.8247000,362.5220000,4971.0000000,,2.3900000,2020-04-17 11:50:39,2021-10-29 12:59:15
1815.01,233720539,APC,18h25m31.03s,276.3792870,+63d29m17.17s,63.4881030,1.5790000,0.6320000,2458684.2911400,2.5553200,5.1580000,6690.0000000,20.6535000,4664.4500000,2302.0000000,10.8946000,617.2330000,6454.0000000,3.7700000,2.4800000,2020-04-17 11:50:40,2021-10-29 12:59:15
1816.01,237108272,FA,17h08m33.47s,257.1394540,+78d35m13.4s,78.5870550,10.3000000,14.6000000,2458688.2885700,22.7873000,5.3340000,410.0000000,2.4298200,57.1127000,,9.3030010,117.6520000,5845.0000000,,1.1600000,2020-04-17 11:50:40,2021-10-29 12:59:15
1817.01,285094173,PC,12h26m19.65s,186.5818740,+46d28m14.97s,46.4708240,-29.9510000,0.6940000,2458908.3236500,6.6969500,2.0100000,1610.0000000,5.9685500,98.3875000,877.0000000,10.4966000,276.4170000,6131.3000000,4.1800000,1.4500000,2020-04-17 11:50:39,2021-10-29 12:59:15
1818.01,330799746,PC,12h52m31.48s,193.1311750,+34d54m03.7s,34.9010280,23.7060000,-15.1020000,2458906.8022700,5.5107800,4.4730000,3420.0000000,9.8729800,681.4940000,1423.0000000,10.9901000,401.9600000,6236.9000000,4.0900000,1.6300000,2020-04-17 11:50:40,2021-10-29 12:59:15
1819.01,341815767,PC,17h50m04.85s,267.5202210,+54d38m10.06s,54.6361270,24.6750000,-11.9240000,2458685.5559000,3.0937400,2.4510000,150.0000000,1.7220700,936.3960000,1541.0000000,8.9801800,160.2950000,6610.0000000,4.2400000,1.4700000,2020-04-17 11:50:39,2021-10-29 12:59:15
182.01,76989773,APC,23h33m10.56s,353.2939980,-35d27m50.37s,-35.4639920,-107.2980000,-66.4170000,2458355.0825500,1.7691800,1.7680000,9570.0000000,11.6236000,1670.2100000,1780.0000000,9.6830000,107.3990000,5569.0000000,4.3206500,0.9600000,2018-11-03 00:36:48,2021-10-29 12:59:15
1820.01,393831507,PC,12h30m44.81s,187.6867210,+27d27m07.21s,27.4520020,50.5430000,-33.9340000,2458903.0632700,4.8607100,2.7220000,6210.0000000,11.5535000,370.2060000,1222.0000000,10.5268000,248.5040000,5778.2000000,4.1600000,1.4000000,2020-04-17 11:50:40,2021-10-29 12:59:15
1821.01,82308728,KP,11h14m33.04s,168.6376580,+25d42m38.15s,25.7105960,-107.5340000,48.6620000,2458904.9262700,9.4970000,2.2680000,660.0000000,2.1484000,179.9550000,1020.0000000,6.9859000,21.5618000,5120.0000000,4.6000000,0.7700000,2020-04-17 11:50:39,2021-10-29 12:59:15
1822.01,9392421,PC,11h11m06.68s,167.7778480,+39d31m36.02s,39.5266730,4.7600000,-22.4410000,2458911.7184700,9.6139600,5.2700000,6940.0000000,14.3732000,188.8420000,1032.0000000,10.7184000,312.5200000,5637.7000000,3.9700000,1.7100000,2020-04-17 11:50:39,2021-10-29 12:59:15
1823.01,142381532,PC,13h04m52.73s,196.2197200,+63d45m11.74s,63.7532610,-65.3270000,-123.0810000,2459413.8029770,194.0674433,5.8860000,9170.0000000,7.8443900,7.6962400,464.0000000,9.7722000,71.6456000,4760.0000000,4.4900000,0.8200000,2020-04-17 11:50:40,2021-11-24 10:10:02
1824.01,142387023,PC,13h10m55.49s,197.7312290,+61d44m41.46s,61.7448490,4.5480000,16.3620000,2459404.1446640,22.8086269,4.0080000,940.0000000,2.4923600,16.1761000,558.0000000,8.9754000,59.4314000,5182.0000000,4.5500000,0.8200000,2020-04-17 11:50:40,2021-11-23 10:10:01
1825.01,229750058,PC,18h42m43s,280.6791680,+66d18m11.2s,66.3031120,-3.2140000,45.3490000,2458693.1501100,10.1824600,2.9070000,10730.0000000,11.1087000,75.3401000,820.0000000,11.7204000,285.5090000,5450.0000000,4.4200000,1.0100000,2020-05-07 18:04:46,2021-11-19 12:02:23
1826.01,229400092,CP,19h29m50.12s,292.4588210,+62d31m45.08s,62.5291890,20.9570000,-6.0560000,2458929.1891170,4.1419870,2.3384811,10405.2976280,13.0231944,462.8520307,1182.9878739,11.2086000,265.4710000,5418.3000000,4.3100000,1.1561400,2020-05-07 18:04:46,2021-10-29 12:59:15
1827.01,390651552,CP,12h47m55.57s,191.9815310,+09d44m57.9s,9.7494180,-1008.6000000,-459.8000000,2458928.2251910,1.4671263,1.0073288,1599.5279898,1.3333261,39.4919548,639.3621277,8.8223000,8.0742600,3297.0000000,4.8900000,0.3314720,2020-05-07 18:04:46,2021-10-29 12:59:15
1828.01,232982938,PC,16h06m14.94s,241.5622480,+69d37m18.49s,69.6218020,-13.2630000,23.8360000,2458936.2795230,9.0935952,4.6673586,2881.5918653,8.4749550,333.3167208,1089.7679337,11.1315000,369.9860000,5759.8000000,4.0700000,1.5622900,2020-05-07 18:04:46,2021-10-29 12:59:15
1829.01,235905185,PC,19h23m30.58s,290.8774260,+78d45m15.18s,78.7542170,-1.1300000,4.9330000,2459392.2234270,6.2878371,3.4387822,23382.4821462,16.2855282,202.0657947,961.5966692,12.8784000,479.5290000,5565.0000000,4.4154400,1.0160700,2020-05-07 18:04:46,2021-11-23 10:10:01
183.01,183979262,FP,01h26m36.07s,21.6502950,-72d44m55.95s,-72.7488740,76.6030000,20.8780000,2459063.7273060,3.4307565,3.1443388,9664.2985634,29.7749124,4956.2460141,2139.9713716,8.3291000,213.0240000,6270.0000000,3.6133200,2.7219200,2018-11-03 00:53:39,2021-12-06 10:10:01
1830.01,20182165,FP,15h04m43.5s,226.1812490,+38d36m19.35s,38.6053750,-15.5300000,34.1520000,2458956.4699710,9.7815342,3.2665537,18499.7840680,16.7153352,224.0237812,986.7185216,7.0166000,50.3098000,6327.1600000,4.3729700,1.2050500,2020-05-07 18:04:46,2021-10-29 12:59:15
1831.01,27194429,PC,13h21m48.66s,200.4527350,+17d45m55.57s,17.7654350,-23.3850000,-11.3560000,2458928.1179320,0.5552928,0.8480357,406.1479175,4.6942959,44856.8007027,3711.7338146,7.4322900,128.2730000,6864.0000000,3.8993200,2.2681700,2020-05-07 18:04:46,2021-10-29 12:59:15
1832.01,307956397,PC,17h06m38.94s,256.6622660,+63d46m43.09s,63.7786350,-17.3930000,13.1200000,2459420.5225490,4.1506567,2.4215933,9506.6001317,7.4826504,121.8711368,847.4126935,12.9233000,270.3130000,4652.0000000,4.5235800,0.7795780,2020-05-07 18:04:46,2021-11-23 10:10:01
1833.01,61098812,KP,13h41m49.02s,205.4542460,-00d07m41.42s,-0.1281710,-10.8920000,-24.6850000,2458931.2364090,3.6935805,4.5055861,8601.7284606,17.1892667,1639.1185405,1622.8274317,9.8722900,251.3030000,6097.4700000,3.9956600,1.7807600,2020-05-07 18:04:46,2021-10-29 12:59:15
1834.01,71612483,APC,13h29m10.62s,202.2942510,+31d24m06.9s,31.4019160,-82.0960000,-7.1290000,2458928.2687410,1.2168087,2.0471024,14813.6884282,19.8731967,1852.7309905,1673.2962627,11.4951000,265.9410000,5610.0000000,4.4200600,1.0173700,2020-05-07 18:04:46,2021-10-29 12:59:15
1835.01,347332255,PC,12h39m21.41s,189.8392240,+20d01m38.42s,20.0273380,-81.9590000,-104.5890000,2458932.7636350,5.6419598,3.0871502,543.8388480,1.8245844,119.4171181,843.1141848,7.6621000,32.1585000,5297.0000000,4.6101600,0.7824790,2020-05-07 18:04:46,2021-10-29 12:59:15
1835.02,347332255,PC,12h39m21.41s,189.8392240,+20d01m38.42s,20.0273380,-81.9590000,-104.5890000,2458937.8730230,,3.9454498,886.4838237,2.5398986,48.4006234,672.7171326,7.6621000,32.1585000,5297.0000000,4.6101600,0.7824790,2020-05-07 18:04:46,2021-10-29 12:59:15
1836.01,207468071,PC,16h23m37.9s,245.9079240,+54d41m24.28s,54.6900770,-38.2320000,73.2060000,2458933.1643900,20.3823172,6.5764329,2428.3751220,8.1432946,153.5030448,897.7367380,9.2941600,191.6490000,6351.0000000,4.1200000,1.6198800,2020-05-07 18:04:46,2021-10-29 12:59:15
1837.01,144441148,APC,13h51m37.42s,207.9059110,+33d29m32.6s,33.4923900,-50.0010000,-10.0010000,2458931.2507690,5.8182239,1.1943658,1069.5709916,7.8231031,1053.4797410,1453.0357399,8.7084200,159.3750000,5961.2800000,3.8784200,1.9903800,2020-05-07 18:04:46,2021-10-29 12:59:15
1838.01,162689341,KP,16h26m46.09s,246.6920400,+51d02m28.08s,51.0411330,-5.6660000,11.9960000,2458930.0014410,2.1746571,2.7713140,11968.0926942,14.3369043,1622.3017101,1618.6488985,12.4230000,575.8890000,6046.7600000,4.2891800,1.2561900,2020-05-07 18:04:46,2021-10-29 12:59:15
1839.01,381714186,PC,13h07m19.95s,196.8331110,+05d51m07.37s,5.8520460,-12.9370000,-61.3620000,2458928.5011200,1.4248165,1.4441947,739.4688804,2.4703340,920.9755782,1405.0176440,10.2173000,116.0860000,5382.6900000,4.5515200,0.8480990,2020-05-07 18:04:46,2021-10-29 12:59:15
184.01,300871545,FP,07h50m37.78s,117.6574010,-70d32m00.46s,-70.5334610,-14.6700000,33.1390000,2459165.5465030,4.8170690,3.0730000,24550.0000000,24.7178000,804.8200000,1483.0000000,10.0433000,247.4410000,6380.0000000,4.2485200,1.4500000,2018-10-19 23:49:46,2021-12-06 10:10:01
1840.01,165987272,KP,13h03m55.64s,195.9818360,+30d38m24.52s,30.6401450,-5.1060000,15.6400000,2458929.0017870,7.8449633,5.8304114,6671.3656508,13.9371112,551.9352963,1236.2086884,9.8469000,240.7260000,6266.0000000,4.0887400,1.6513700,2020-05-07 18:04:46,2021-10-29 12:59:15
1841.01,168699373,KP,14h12m34.53s,213.1438600,+47d00m53.22s,47.0147830,-29.6810000,11.0790000,2458931.4324660,4.3013803,3.1696192,21785.3547133,15.4227167,269.8308392,1033.6955474,12.4474000,347.8500000,5115.1600000,4.3443700,1.0330000,2020-05-07 18:04:46,2021-10-29 12:59:15
1842.01,404505029,PC,13h27m51.04s,201.9626550,+09d01m50.32s,9.0306440,-23.9760000,-7.5180000,2458933.3358250,19.1480951,4.4270718,3146.6657033,12.6844644,243.7259242,1007.7323050,9.2673300,223.4650000,6115.0000000,3.8764600,2.0498300,2020-05-07 18:04:46,2021-10-29 12:59:15
1843.01,258871793,FP,19h11m34.75s,287.8947870,+66d19m41.03s,66.3280650,0.7440000,-14.9960000,2458931.1207220,9.1469122,4.6184970,8770.0961182,12.7002634,235.6892132,999.3202230,12.6445000,627.6270000,5954.0000000,4.2600000,1.2752000,2020-05-07 18:04:46,2021-10-29 12:59:15
1844.01,198108326,KP,13h57m33.27s,209.3886450,+43d29m35.92s,43.4933100,-134.7910000,-44.2940000,2458930.3299980,3.2129827,2.3618314,23132.5847822,10.6906589,139.7758541,876.9559686,11.7551000,142.7510000,4652.8700000,4.6126500,0.7035940,2020-05-07 18:04:46,2021-10-29 12:59:15
1845.01,272758199,PC,15h49m16.1s,237.3170860,+71d26m34.6s,71.4429440,-2.7660000,-19.0590000,2458684.9887200,3.6609600,2.5260000,19470.0000000,13.6917000,264.9720000,1124.0000000,12.8890000,418.2390000,5271.0000000,4.4400000,0.9400000,2020-05-07 18:04:46,2021-10-29 12:59:15
1846.01,198385543,PC,17h11m49.19s,257.9549650,+54d31m40.25s,54.5278480,-61.6250000,211.3150000,2458768.0276600,3.9307022,1.4399407,1697.7545702,1.7517456,17.7417019,523.4420025,11.8467000,47.2496000,3512.0000000,4.8161800,0.4114520,2020-05-07 18:04:46,2021-10-29 12:59:15
1847.01,54002556,KP,01h34m05.15s,23.5214500,-14d25m08.94s,-14.4191490,11.1680000,14.0470000,2458390.7065500,,3.5850000,9810.0000000,8.7215800,33.1635000,668.0000000,11.6235000,190.4220000,5076.0000000,4.5300000,0.8300000,2020-05-08 14:39:00,2021-12-06 10:10:01
1847.02,54002556,PC,01h34m05.15s,23.5214500,-14d25m08.94s,-14.4191490,11.1680000,14.0470000,2459130.1500820,12.7645811,2.1320000,3000.0000000,4.2167600,15.1947000,550.0000000,11.6235000,190.4220000,5076.0000000,4.5300000,0.8300000,2020-11-25 14:45:53,2021-10-29 12:59:15
1848.01,219824469,PC,13h37m45.6s,204.4400060,+48d15m00.44s,48.2501230,-41.7540000,6.4500000,2458740.2826500,5.4810000,4.5440000,1280.0000000,6.1778000,668.4300000,1416.0000000,10.5038000,296.9450000,5923.0000000,4.0500000,1.6200000,2020-05-08 16:49:52,2021-10-29 12:59:15
1849.01,23740089,PC,13h52m23.92s,208.0996470,+37d44m55s,37.7486120,-6.0140000,15.6870000,2458932.6106900,9.8653100,1.7900000,3170.0000000,6.6194900,22.5150000,606.0000000,10.4985000,189.0900000,5595.0000000,4.3200000,1.1400000,2020-05-08 16:49:52,2021-10-29 12:59:15
185.01,100100827,KP,01h37m25.07s,24.3544620,-45d40m40.06s,-45.6777940,25.2430000,20.5970000,2459140.5706260,0.9414523,2.0480000,10767.0000000,15.4874000,4845.6600000,2324.0000000,8.8287000,123.4830000,6400.0000000,4.3658300,1.3500000,2018-12-20 17:24:11,2021-10-29 12:59:15
1850.01,149577217,APC,13h03m02.85s,195.7618840,+21d55m23.06s,21.9230720,-30.7180000,-2.6330000,2458931.0355900,7.3914300,1.2520000,5880.0000000,16.4641000,59.8747000,774.0000000,10.6260000,171.2050000,5224.6000000,4.2800000,1.1400000,2020-05-08 16:49:52,2021-10-29 12:59:15
1851.01,378976682,APC,13h10m59.67s,197.7486350,+06d41m11.63s,6.6865640,-64.8310000,-23.2510000,2458930.4864000,6.0181500,1.2960000,13310.0000000,9.3989900,12.9251000,528.0000000,13.1369000,274.9420000,4567.0000000,4.5300000,0.7600000,2020-05-08 16:49:52,2021-10-29 12:59:15
1852.01,219728669,PC,13h08m17.29s,197.0720250,+23d07m15.37s,23.1209370,-20.8070000,-9.7900000,2458930.3625100,2.3601100,2.4600000,22100.0000000,13.7350000,504.0370000,1320.0000000,13.4891000,543.2770000,5356.0000000,4.4900000,0.9000000,2020-05-08 16:49:52,2021-10-29 12:59:15
1853.01,73540072,PC,14h05m50.24s,211.4593470,+16d59m32.53s,16.9923700,-45.6260000,-12.3110000,2458929.6457300,1.2435700,1.2730000,1730.0000000,3.7828100,616.1020000,1387.0000000,11.3719000,165.1050000,4968.8000000,4.5000000,0.8400000,2020-05-08 16:49:52,2021-10-29 12:59:15
